frame,step,tau_nominal_MPa,n_segments,dxa_total_len_A,n_interface_segments,n_other_segments,x_plus,z_plus,len_plus,xmin_plus,xmax_plus,x_minus,z_minus,len_minus,xmin_minus,xmax_minus,xu_plus,xu_minus,s_A,s_dev_A
24,48000,159.0909090909091,2,46.9804615218043,0,0,,,,,,18.302317459486183,74.04762718591479,46.9804615218043,16.337804668614634,18.956536995062574,,18.302317459486183,,
25,50000,168.1818181818182,1,10.645261722291128,0,0,,,,,,15.10858649724278,74.07283559860367,10.645261722291128,15.10858649724278,15.10858649724278,,15.10858649724278,,
26,52000,177.27272727272725,0,0.0,0,0,,,,,,,,,,,,,,
27,54000,186.36363636363635,0,0.0,0,0,,,,,,,,,,,,,,
28,56000,195.45454545454544,0,0.0,0,0,,,,,,,,,,,,,,
29,58000,204.54545454545453,0,0.0,0,0,,,,,,,,,,,,,,
30,60000,213.63636363636363,0,0.0,0,0,,,,,,,,,,,,,,
31,62000,222.72727272727272,0,0.0,0,0,,,,,,,,,,,,,,
32,64000,231.8181818181818,1,12.61912226424186,0,1,,,,,,,,,,,,,,
33,66000,240.9090909090909,3,46.465953658895046,0,3,,,,,,,,,,,,,,
34,68000,250.0,0,0.0,0,0,,,,,,,,,,,,,,
35,70000,259.09090909090907,0,0.0,0,0,,,,,,,,,,,,,,
36,72000,268.1818181818182,0,0.0,0,0,,,,,,,,,,,,,,
37,74000,277.27272727272725,0,0.0,0,0,,,,,,,,,,,,,,
38,76000,286.3636363636364,0,0.0,0,0,,,,,,,,,,,,,,
39,78000,295.45454545454544,0,0.0,0,0,,,,,,,,,,,,,,
40,80000,304.5454545454545,0,0.0,0,0,,,,,,,,,,,,,,
41,82000,313.6363636363636,0,0.0,0,0,,,,,,,,,,,,,,
42,84000,322.7272727272727,0,0.0,0,0,,,,,,,,,,,,,,
43,86000,331.8181818181818,0,0.0,0,0,,,,,,,,,,,,,,
44,88000,340.9090909090909,0,0.0,0,0,,,,,,,,,,,,,,
45,90000,350.0,0,0.0,0,0,,,,,,,,,,,,,,
46,92000,359.09090909090907,0,0.0,0,0,,,,,,,,,,,,,,
47,94000,368.1818181818182,0,0.0,0,0,,,,,,,,,,,,,,
48,96000,377.27272727272725,3,37.096152858690225,0,3,,,,,,,,,,,,,,
49,98000,386.3636363636363,1,20.639786151923644,0,1,,,,,,,,,,,,,,
50,100000,395.45454545454544,1,15.371875151737365,0,0,9.095679693987057,69.65085238228026,15.371875151737365,9.095679693987057,9.095679693987057,,,,,,163.73992969398705,,,
