bin_index,z_lo_A,z_hi_A,z_center_A,frames_present,atom_count_mean,atom_count_std,Al_type_1_mean,Al_type_1_std,Fe_type_2_mean,Fe_type_2_std,Al_slab_atoms_mean,Al_slab_atoms_std,Fe4Al13_slab_atoms_mean,Fe4Al13_slab_atoms_std,sigma_xx_GPa_mean,sigma_xx_GPa_std,sigma_yy_GPa_mean,sigma_yy_GPa_std,sigma_zz_GPa_mean,sigma_zz_GPa_std,sigma_xy_GPa_mean,sigma_xy_GPa_std,sigma_xz_GPa_mean,sigma_xz_GPa_std,sigma_yz_GPa_mean,sigma_yz_GPa_std,hydrostatic_GPa_mean,hydrostatic_GPa_std,mean_pe_atom_eV_mean,mean_pe_atom_eV_std,single_frame_hydrostatic_GPa,single_frame_sigma_zz_GPa,delta_hydrostatic_vs_single_GPa,delta_sigma_zz_vs_single_GPa
10,55.0,60.0,57.5,101,30.762376237623762,0.9813104998061026,24.445544554455445,0.6553662720151606,6.316831683168317,0.4675616123957768,0.0,0.0,30.762376237623762,0.9813104998061026,-1.2709479883279167,0.653360546101602,0.20567405744437744,0.963276753229532,0.2538383362667673,0.910666325180464,1.2994652433094034,0.4267466879550465,-0.02878275298906798,0.7154185781261241,0.030526789159083925,0.6049363835121905,-0.2704785315389239,0.5856243954090339,-3.53215214885178,0.006731954422192531,-0.35197157573051857,-0.36215091426600965,0.08149304419159464,0.6159892505327769
11,60.0,65.0,62.5,101,30.574257425742573,0.8407917061135337,24.386138613861387,0.5825855650409297,6.188118811881188,0.3927561912211878,0.0,0.0,30.574257425742573,0.8407917061135337,-1.3879443107989682,0.6451603039199191,0.5421779909820085,0.705612681979462,0.27550246199361855,1.0400368819880836,1.1387867709344375,0.37646770378662053,-0.018104414860881504,0.6910132700206851,0.05690865130187982,0.5832416196501448,-0.1900879526077804,0.5654848395872136,-3.532899924249078,0.006884517490234405,0.2917099152503045,1.090805511371794,-0.48179786785808487,-0.8153030493781754
12,65.0,70.0,67.5,101,34.386138613861384,0.8242608449963272,26.574257425742573,0.57177853498475,7.811881188118812,0.3927561912211878,0.0,0.0,34.386138613861384,0.8242608449963272,-1.3686845335565812,0.6118663711427561,1.2025550596392303,0.6934237885748086,-0.846297842918768,0.959028580597791,1.514799948173108,0.3061325354185515,-0.08811087701749738,0.7478701445941252,0.030955949772184736,0.6417253344842931,-0.33747577227870623,0.5941926819291505,-3.545825379682611,0.00635174723893774,-0.5065303222123135,-0.8044133253348813,0.1690545499336073,-0.04188451758388667
13,70.0,75.0,72.5,101,32.67326732673267,1.2969881332617434,23.326732673267326,0.906740435748722,9.346534653465346,0.6846260813664118,0.0,0.0,32.67326732673267,1.2969881332617434,-1.2315387398952566,0.6582078807825741,-0.055317069718255674,0.7864533164668628,-0.11290420953783248,1.0027661426541712,0.4540195443753469,0.5287149152995694,-0.10895281721686266,0.8133277388102561,0.14713774994401832,0.6046193727538481,-0.46658667305044826,0.5750095003197352,-3.486486982608152,0.012026471290400544,-1.2718836314017645,-0.5883584409749342,0.8052969583513163,0.4754542314371017
14,75.0,80.0,77.5,101,30.900990099009903,1.1958674717128943,24.247524752475247,0.9317289369130853,6.653465346534653,0.6846260813664118,0.0,0.0,30.900990099009903,1.1958674717128943,-1.5091888776640396,0.6076461100898642,1.1347901982309985,0.829936305987591,-0.3232996261103006,1.0764412407147557,1.490119632596736,0.44494763506338053,0.18085254982800245,0.7348840991560439,-0.10074760133586165,0.6270280150028116,-0.23256610184778062,0.6114520463030709,-3.5444184914937793,0.015587918137929544,-0.7894013936242779,-1.1427350210855125,0.5568352917764973,0.8194353949752119
15,80.0,85.0,82.5,101,33.26732673267327,1.1738065352425917,25.356435643564357,1.1007648106279704,7.910891089108911,0.34925663632893506,0.0,0.0,33.26732673267327,1.1738065352425917,-1.5316260590724917,0.630405825403382,1.4435572864561759,0.6019576261315291,-0.3921255436201818,1.2288110406576906,1.6511855995521565,0.34902195214584086,0.2605134140154941,0.7405863322724199,-0.2267504451402341,0.6074188513812586,-0.16006477207883266,0.6228628690298179,-3.5266408065916512,0.010857880205289295,-0.40314410616126345,-0.5604814826804151,0.2430793340824308,0.16835593906023327
16,85.0,90.0,87.5,101,29.366336633663366,1.2060080619732831,21.277227722772277,1.114619324085027,8.089108910891088,0.34925663632893506,0.0,0.0,29.366336633663366,1.2060080619732831,-1.3272513531904064,0.5022892708421033,-0.672239807268091,0.6976027572876083,-0.3835659282385661,0.8952479283288896,-0.21163996741478813,0.4705197177574595,-0.002154364234293901,0.634776945715547,0.044964533511591874,0.6422612162090274,-0.7943523628990212,0.512151439298041,-3.5004468706326195,0.011892734817435548,-0.8829407152760925,-0.5363883113963162,0.0885883523770713,0.15282238315775004
17,90.0,95.0,92.5,101,34.20792079207921,0.9830242284213377,26.207920792079207,0.9830242284213377,8.0,0.0,0.0,0.0,34.20792079207921,0.9830242284213377,-1.3979687311898232,0.730181623144159,1.3480456307831508,0.6281750302231582,-0.595994244170721,1.046296638586602,1.5362933093237021,0.3608771894264594,0.04434517770436801,0.7384644287606758,-0.16503421001741753,0.6933503562785954,-0.21530578152579782,0.6386851249538672,-3.5396388661219587,0.010406033682307175,-0.5147681403187755,-1.0367536861546363,0.29946235879297767,0.44075944198391526
18,95.0,100.0,97.5,101,30.792079207920793,0.711573350866491,24.792079207920793,0.711573350866491,6.0,0.0,0.0,0.0,30.792079207920793,0.711573350866491,-1.3161318206521901,0.7770111341430593,0.4636409152408724,0.6660277165790904,-0.12270182169345091,1.0344665718488,0.947377204762555,0.3795223367647035,-0.03524529967267412,0.6596650508563892,0.1359230440112889,0.6026407053515695,-0.32506424236825615,0.6117503171131878,-3.534153632791018,0.00998216466003328,-0.37044303315196164,-0.39175666990778524,0.04537879078370549,0.26905484821433434
19,100.0,105.0,102.5,101,23.85148514851485,0.455766137703568,17.85148514851485,0.455766137703568,6.0,0.0,0.0,0.0,23.85148514851485,0.455766137703568,-1.0852200268526382,0.589067625844498,-0.21469865670037724,0.9165108666985731,0.08680434188567092,0.9069030769048649,1.4540768387708845,0.6293392536230837,0.016621271663649462,0.6714251405237562,-0.06890683642181925,0.6307572877591996,-0.4043714472224481,0.4768410330436704,-3.269229103329028,0.012972390762658327,-0.9163914154798455,0.6740671390229248,0.5120199682573974,-0.5872627971372539
